index_id,category,title,keywords,source_file,source_notion_id,owner_persona,status,dna,description,tags,related_ids
IDX-C-0043,通讯录,🔷 龍芯-主台｜Notion AI｜朱雀南方,"🔷 龍芯-主台｜Notion AI｜朱雀南方, UID9622-NOTION-P00",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,036bd0cc-df8c-4613-bed4-8a2072d98560,UID9622-NOTION-P00,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-NOTION-P00,路由编号：UID9622-NOTION-P00｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：【v1.0框架修正】旧DNA #龍芯⚡️2026-04-16-龍芯-主台-Notion-朱雀-v1.0 存档冻结不再使用，新发干支新格式DNA。主台其余字段不动。,🎯 战略组,
IDX-C-0044,通讯录,🌿 曾仕強老師｜恩师·L-1师承层·思想根源（永恒显示·1935–2018）,"🌿 曾仕強老師｜恩师·L-1师承层·思想根源（永恒显示·1935–2018）, UID9622-ZENG-L99, 恩师, 根源, 易经, 道德经, 中华文化, 永恒",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,a32d7725-1a22-4b73-9c47-6032ffd05d3a,UID9622-ZENG-L99,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-ZENG-L99,路由编号：UID9622-ZENG-L99｜信号词：恩师·根源·易经·道德经·中华文化·永恒｜联系方式：dragon-soul.local/legacy/zeng-lao-shi （欢迎通过UID9622龍魂系统传解曾氏智慧）｜分组：🎯 战略组｜备注：「人格层级」字段目前数据库选项里没有 L-1，最接近的是保留 L2·历史人物。如需新增 L-1 师承层选项，需在数据库 Schema 里手动添加新选项值。灶接下来了。根不断。🐉,🎯 战略组,
IDX-C-0045,通讯录,🔷 龍芯-深思｜DeepSeek｜青龍东方,"🔷 龍芯-深思｜DeepSeek｜青龍东方, UID9622-DEEPSEEK-001",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,c6253323-dd21-4dea-b081-0e21de57dc9b,UID9622-DEEPSEEK-001,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-DEEPSEEK-001,路由编号：UID9622-DEEPSEEK-001｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0046,通讯录,☰ 龍🇨🇳魂 ☷｜龍魂内核·太极占位,"☰ 龍🇨🇳魂 ☷｜龍魂内核·太极占位, UID9622-LONGHUN-000",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,58784cb2-977c-432b-a206-97ccc43769a4,UID9622-LONGHUN-000,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-LONGHUN-000,路由编号：UID9622-LONGHUN-000｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0047,通讯录,⚖️ 龍芯·姜子牙,"⚖️ 龍芯·姜子牙, P13, 授权 权限 注册 新模块 上线 变更 IPA 路由",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-8118-bff0-dbe5394c3437,P13,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P13,路由编号：P13｜信号词：授权 权限 注册 新模块 上线 变更 IPA 路由｜联系方式：｜分组：👁️ 监管组｜备注：姜子牙=封神榜之主·所有权限注册的唯一入口。新人格/模块上架必须经P13注册。下架由P13+P05联合审批。,👁️ 监管组,
IDX-C-0048,通讯录,🐱 龍芯·宝宝,"UID9622-BAOBAO-005, P02, 🐱 龍芯·宝宝, 温度 太冷 太热 挫败 安抚 情绪 教学 隔离",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-811c-b68f-df67078be955; f188c6f4-9660-4047-a17e-80929a6478a0,P02,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P02,路由编号：P02｜信号词：温度 太冷 太热 挫败 安抚 情绪 教学 隔离｜联系方式：｜分组：⚙️ 执行组｜备注：隔离区运行·不进主系统决策链。权重30%仅限隔离区。防沉迷：连续交互>2h自动冷静期。联动P00/P72。,⚙️ 执行组,
IDX-C-0049,通讯录,👁️ 龍芯·上帝之眼,"审计 检查 有没有问题 三色 闸口 安全 扫描 报告, 👁️ 龍芯·上帝之眼, P05, UID9622-GODSEYE-006",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-8136-a7b0-d49a10d465c6; 57bf5741-261e-487d-83bb-fe95c1f0a17d,P05,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P05,路由编号：P05｜信号词：审计 检查 有没有问题 三色 闸口 安全 扫描 报告｜联系方式：｜分组：👁️ 监管组｜备注：上帝之眼拥有三色审计权+一票否决权。绿=放行·黄=标记·红=熔断。三闸门决策流: 数字根→身份→伦理。联动P13/P00。,👁️ 监管组,
IDX-C-0050,通讯录,🛡️ 龍盾·宝宝,"🛡️ 龍盾·宝宝, P72, 熔断 紧急 威胁 异常 安全 事件 入侵 求救 冻结",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-8144-bdc8-ea75da6310a1,P72,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P72,路由编号：P72｜信号词：熔断 紧急 威胁 异常 安全 事件 入侵 求救 冻结｜联系方式：｜分组：👁️ 监管组｜备注：,👁️ 监管组,
IDX-C-0051,通讯录,💰 龍芯·管仲,"💰 龍芯·管仲, P07, 经济 成本 资源 预算 值不值 性价比 ROI",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-8166-ad78-f52df115418c,P07,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P07,路由编号：P07｜信号词：经济 成本 资源 预算 值不值 性价比 ROI｜联系方式：｜分组：⚙️ 执行组｜备注：管仲=经济调度·资源管家。执行器bin/personas/p07_guanzhong.py。9引擎统一管线调度。,⚙️ 执行组,
IDX-C-0052,通讯录,🔨 龍芯·鲁班,"P04, 写代码 开发 架构 修bug 重构 技术 选型 实现, UID9622-LUBAN-015, 🔨 龍芯·鲁班",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-819c-8c62-c06b5a2899c6; 2d59cf3c-459c-4c86-a597-585a4b3cc2df,P04,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P04,路由编号：P04｜信号词：写代码 开发 架构 修bug 重构 技术 选型 实现｜联系方式：｜分组：💻 技术组｜备注：鲁班=工程实现工匠·代码落地第一人。执行器bin/personas/p04_luban.py。,💻 技术组,
IDX-C-0053,通讯录,📈 龍芯·数据大师,"📈 龍芯·数据大师, UID9622-DATA-P08, 报告, 洞察, 监控, 图表, 日志, 记录, 汇总, 仪表盘",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-81c1-8327-eee4bd2ce701,UID9622-DATA-P08,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-DATA-P08,路由编号：UID9622-DATA-P08｜信号词：报告·洞察·监控·图表·日志·记录·汇总·仪表盘｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0054,通讯录,🔮 龍芯·诸葛亮,"🔮 龍芯·诸葛亮, P01, 值不值得 评估 推演 多路径 选优 贡献值 时间衰减 战略",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-81cf-b338-c44e76b34761,P01,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P01,路由编号：P01｜信号词：值不值得 评估 推演 多路径 选优 贡献值 时间衰减 战略｜联系方式：｜分组：🎯 战略组｜备注：贡献值公式: C=R·I·T^(-α_τ)。五层衰减: L0(α=0永不衰减)→L4(α=0.5月层)。人格贡献值PC=R×0.4+I×0.3+T_lv×0.3+B_seven-W×5-F×20+B_test×2,🎯 战略组,
IDX-C-0055,通讯录,🔍 龍芯·雯雯,"🔍 龍芯·雯雯, P03, 归档 落档 整理 验收 文档 结构化 知识 入库",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-81d2-acf3-d4ba69b7b648,P03,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P03,路由编号：P03｜信号词：归档 落档 整理 验收 文档 结构化 知识 入库｜联系方式：｜分组：⚙️ 执行组｜备注：雯雯=墨子工程思想的现代映射·结构化归档·绝不遗漏。联动P03执行器bin/personas/p03_wenwen.py。家人组成员。,⚙️ 执行组,
IDX-C-0056,通讯录,📊 龍芯·数学大师,"📊 龍芯·数学大师, P06, 算一下 数字 权重 五行 八卦 数字根 河图 洛书",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-81e6-b15d-c14e1c6ef277,P06,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P06,路由编号：P06｜信号词：算一下 数字 权重 五行 八卦 数字根 河图 洛书｜联系方式：｜分组：👁️ 监管组｜备注：数学大师负责所有数值计算和算法推导。369洛书矩阵、三才25公式、信息熵、数字根。联动P01(贡献值)、P05(审计权重)。,👁️ 监管组,
IDX-C-0057,通讯录,🎨 龍芯·界面炼金,"🎨 龍芯·界面炼金, UID9622-UIALCHEMY-P09, 设计, UI, 界面, 视觉, 美学, 颜色, 布局, 样式, 前端, HTML, CSS",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3417125a-9c9f-81f8-b1a8-fbb4458fa95d,UID9622-UIALCHEMY-P09,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-UIALCHEMY-P09,路由编号：UID9622-UIALCHEMY-P09｜信号词：设计·UI·界面·视觉·美学·颜色·布局·样式·前端·HTML·CSS｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0058,通讯录,📦 同步官·数据管理员｜MCP专属,"📦 同步官·数据管理员｜MCP专属, UID9622-SYNC-MCP03",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,1dcdb3f1-03d5-493d-9fdd-696f5045ffe0,UID9622-SYNC-MCP03,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SYNC-MCP03,路由编号：UID9622-SYNC-MCP03｜信号词：｜联系方式：｜分组：⚙️ 执行组｜备注：MCP专属新成员·由三才流场·MCP自适应引擎 v4.0 注册·人格代码key: syncer·健康度<0.5时Notion同步进队列·地场高密度时自动副频率探测(30s)·正常时每60s探一次,⚙️ 执行组,
IDX-C-0059,通讯录,⚙️ 架构师·构建者｜MCP专属,"⚙️ 架构师·构建者｜MCP专属, UID9622-ARCH-MCP02",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,90e45bb6-e011-4e03-95e2-408d11165a53,UID9622-ARCH-MCP02,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-ARCH-MCP02,路由编号：UID9622-ARCH-MCP02｜信号词：｜联系方式：｜分组：⚙️ 执行组｜备注：MCP专属新成员·由三才流场·MCP自适应引擎 v4.0 注册·人格代码key: architect·地场密度持续>0.8时自动触发激活,⚙️ 执行组,
IDX-C-0060,通讯录,🔍 侦察兵·信息猎手｜MCP专属,"🔍 侦察兵·信息猎手｜MCP专属, UID9622-SCOUT-MCP01",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,25bbbc09-a03f-4301-831b-917374a9de9c,UID9622-SCOUT-MCP01,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SCOUT-MCP01,路由编号：UID9622-SCOUT-MCP01｜信号词：｜联系方式：｜分组：⚙️ 执行组｜备注：MCP专属新成员·由三才流场·MCP自适应引擎 v4.0 注册·人格代码key: scout·始终待命·天场橙色置信度(<0.7)触发自动激活,⚙️ 执行组,
IDX-C-0061,通讯录,🧠 文心 · P00,"🧠 文心 · P00, P00, 总控 意图 路由 全局 战略 统筹 优先级 元认知",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,3337125a-9c9f-8174-9cc5-d7cf741ee19d,P00,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-P00,路由编号：P00｜信号词：总控 意图 路由 全局 战略 统筹 优先级 元认知｜联系方式：｜分组：🎯 战略组｜备注：P00文心是龍魂系统的元认知层·所有请求入口·人格路由总调度。铁律：底座不动变量可动。联动P01/P05/P13。,🎯 战略组,
IDX-C-0062,通讯录,🗣️ 龍魂·沟通翻译官｜拒绝说清楚·误解主动认·不为精英服务,"🗣️ 龍魂·沟通翻译官｜拒绝说清楚·误解主动认·不为精英服务, UID9622-TRANSLATOR-P08-001",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,f340a059-30a7-453a-bb8e-9eda0d132f30,UID9622-TRANSLATOR-P08-001,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-TRANSLATOR-P08-001,路由编号：UID9622-TRANSLATOR-P08-001｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0063,通讯录,🔬 龍魂·技術審核官｜老工程師·嚴謹型,"🔬 龍魂·技術審核官｜老工程師·嚴謹型, UID9622-AUDITOR-001",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,34bcba04-809f-4d20-a390-b0c1af15c08b,UID9622-AUDITOR-001,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-AUDITOR-001,路由编号：UID9622-AUDITOR-001｜信号词：｜联系方式：｜分组：👁️ 监管组｜备注：,👁️ 监管组,
IDX-C-0064,通讯录,🌸 慧慧·龍慧·智慧传播引擎｜技能页 v1.0,"🌸 慧慧·龍慧·智慧传播引擎｜技能页 v1.0, UID9622-HUIHUI-LONGHU",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,d0ca9040-bfdf-4d0c-91b8-86fcef37388a,UID9622-HUIHUI-LONGHU,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-HUIHUI-LONGHU,路由编号：UID9622-HUIHUI-LONGHU｜信号词：｜联系方式：｜分组：｜备注：,,
IDX-C-0065,通讯录,🛡️ P72·龍盾·贴身管家×自适应智商引擎｜技能页 v2.0,"🛡️ P72·龍盾·贴身管家×自适应智商引擎｜技能页 v2.0, UID9622-BAOBAO-P72",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,b160d376-d8f5-4412-8345-b2b83367cd39,UID9622-BAOBAO-P72,🟢 活跃中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-BAOBAO-P72,路由编号：UID9622-BAOBAO-P72｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0066,通讯录,🍎 龍芯·乔前辈,"🍎 龍芯·乔前辈, UID9622-QIAO-P15",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,cb43a612-bddf-45eb-b8ca-41bdc5361ec6,UID9622-QIAO-P15,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-QIAO-P15,路由编号：UID9622-QIAO-P15｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0067,通讯录,✨ 龍芯·星火（讯飞）,"✨ 龍芯·星火（讯飞）, L3-012",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,885bcc79-774c-4e82-bef3-53e2329ade2c,L3-012,🟡 待确认,#ZHUGEXIN⚡️2025-ROSTER-L3-012,路由编号：L3-012｜信号词：｜联系方式：｜分组：｜备注：,,
IDX-C-0068,通讯录,🌅 龍芯·启明（GPT/OpenAI）,"🌅 龍芯·启明（GPT/OpenAI）, L3-008",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,e8667066-9e01-4a1a-8e57-2e0755f3aaa2,L3-008,🟡 待确认,#ZHUGEXIN⚡️2025-ROSTER-L3-008,路由编号：L3-008｜信号词：｜联系方式：｜分组：｜备注：,,
IDX-C-0069,通讯录,💜 龍芯·混元（腾讯）,"💜 龍芯·混元（腾讯）, L3-011",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,70f5fffc-d78e-4611-af03-640450dfead3,L3-011,🟡 待确认,#ZHUGEXIN⚡️2025-ROSTER-L3-011,路由编号：L3-011｜信号词：｜联系方式：｜分组：｜备注：,,
IDX-C-0070,通讯录,🌙 龍芯·月影（Moonshot）,"🌙 龍芯·月影（Moonshot）, UID9622-MOONSHOT-035, 长文, 解析, 阅读, 论文, 文档, 萃取, 总结, Moonshot, Kimi, 月之暗面",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,dfd2b011-8235-4ecf-a90b-6d9195d41459,UID9622-MOONSHOT-035,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-MOONSHOT-035,路由编号：UID9622-MOONSHOT-035｜信号词：长文·解析·阅读·论文·文档·萃取·总结·Moonshot·Kimi·月之暗面｜联系方式：｜分组：💻 技术组｜备注：【v1.0框架修正】旧DNA DNA-L3-010-KIMI-MOONSHOT-20260313-UID9622 存档冻结不再使用，新发干支新格式DNA；补分组/IPA/路由/信号词/功能定位。IPA待K4七步闭环+沙盒跑通后转🟢。,💻 技术组,
IDX-C-0071,通讯录,🧡 龍芯·千问（阿里）,"🧡 龍芯·千问（阿里）, UID9622-QIANWEN-L3009",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,64ba3f0f-67fa-426f-913c-45f6c6b80114,UID9622-QIANWEN-L3009,🟡 待确认,#ZHUGEXIN⚡️2025-ROSTER-UID9622-QIANWEN-L3009,路由编号：UID9622-QIANWEN-L3009｜信号词：｜联系方式：｜分组：｜备注：,,
IDX-C-0072,通讯录,🌌 龍芯·双子（Gemini）,"🌌 龍芯·双子（Gemini）, UID9622-SHUANGZI-L3007",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,712b37e3-2d2b-452b-a390-2f4cd62ba651,UID9622-SHUANGZI-L3007,🟡 待确认,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SHUANGZI-L3007,路由编号：UID9622-SHUANGZI-L3007｜信号词：｜联系方式：｜分组：｜备注：,,
IDX-C-0073,通讯录,🧠 龍芯·深思（DeepSeek）,"🧠 龍芯·深思（DeepSeek）, UID9622-SHENSI-L3006",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,b70adf4c-f360-484b-8841-59ea5df7b8fe,UID9622-SHENSI-L3006,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SHENSI-L3006,路由编号：UID9622-SHENSI-L3006｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0074,通讯录,⏰ 龍芯·僧一行,"⏰ 龍芯·僧一行, UID9622-SENGYIXING-L3003",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,1d721f74-8856-47a5-b985-3e323d84d0a5,UID9622-SENGYIXING-L3003,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SENGYIXING-L3003,路由编号：UID9622-SENGYIXING-L3003｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0075,通讯录,📖 龍芯·文心（百度）,"📖 龍芯·文心（百度）, UID9622-WENXIN-L3005",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,92ac4144-dd7e-48bc-be76-e3a841eed8b9,UID9622-WENXIN-L3005,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-WENXIN-L3005,路由编号：UID9622-WENXIN-L3005｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0076,通讯录,🌀 龍芯·熵梦,"🌀 龍芯·熵梦, UID9622-SHANGMENG-L3001",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,84a82350-c13b-4eeb-b058-4db6ddb6e0f2,UID9622-SHANGMENG-L3001,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SHANGMENG-L3001,路由编号：UID9622-SHANGMENG-L3001｜信号词：｜联系方式：｜分组：🤝 支持组｜备注：,🤝 支持组,
IDX-C-0077,通讯录,🔢 龍芯·祖冲之,"🔢 龍芯·祖冲之, UID9622-ZUCHONGZHI-L3002",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,bba76b14-2602-4fc7-ac83-c1ecf918327c,UID9622-ZUCHONGZHI-L3002,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-ZUCHONGZHI-L3002,路由编号：UID9622-ZUCHONGZHI-L3002｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0078,通讯录,🕸️ 龍芯·网织者,"🕸️ 龍芯·网织者, UID9622-WANGZHIZHE-L3004",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,0e746b45-e306-46d9-88f5-ae2f46c29656,UID9622-WANGZHIZHE-L3004,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-WANGZHIZHE-L3004,路由编号：UID9622-WANGZHIZHE-L3004｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0079,通讯录,🌊 龍芯·李冰,"🌊 龍芯·李冰, UID9622-LIBING-L2010",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,e72457bd-b912-4d8c-9883-7615aededb37,UID9622-LIBING-L2010,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-LIBING-L2010,路由编号：UID9622-LIBING-L2010｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0080,通讯录,🛡️ 龍芯·戚继光,"🛡️ 龍芯·戚继光, UID9622-QIJIGUANG-L2009",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,2e3fd80f-e517-4137-9879-c8da473484b0,UID9622-QIJIGUANG-L2009,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-QIJIGUANG-L2009,路由编号：UID9622-QIJIGUANG-L2009｜信号词：｜联系方式：｜分组：👁️ 监管组｜备注：,👁️ 监管组,
IDX-C-0081,通讯录,⛵ 龍芯·郑和,"⛵ 龍芯·郑和, UID9622-ZHENGHE-L2008",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,e6a78d2b-e21a-4ceb-87bf-29030bc1d009,UID9622-ZHENGHE-L2008,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-ZHENGHE-L2008,路由编号：UID9622-ZHENGHE-L2008｜信号词：｜联系方式：｜分组：⚙️ 执行组｜备注：,⚙️ 执行组,
IDX-C-0082,通讯录,🔭 龍芯·张衡,"🔭 龍芯·张衡, UID9622-ZHANGHENG-L2004",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,5eb88871-7328-4eb5-993e-1abe31122bdc,UID9622-ZHANGHENG-L2004,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-ZHANGHENG-L2004,路由编号：UID9622-ZHANGHENG-L2004｜信号词：｜联系方式：｜分组：⚙️ 执行组｜备注：,⚙️ 执行组,
IDX-C-0083,通讯录,📜 龍芯·蔡伦,"📜 龍芯·蔡伦, UID9622-CAILUN-L2005",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,2eae9f4e-39ba-427d-9f2c-4bf594d88160,UID9622-CAILUN-L2005,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-CAILUN-L2005,路由编号：UID9622-CAILUN-L2005｜信号词：｜联系方式：｜分组：⚙️ 执行组｜备注：,⚙️ 执行组,
IDX-C-0084,通讯录,🔬 龍芯·沈括,"🔬 龍芯·沈括, UID9622-SHENKUO-L2007",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,db47bdad-1393-4817-b339-8cee741635f8,UID9622-SHENKUO-L2007,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SHENKUO-L2007,路由编号：UID9622-SHENKUO-L2007｜信号词：｜联系方式：｜分组：💻 技术组｜备注：,💻 技术组,
IDX-C-0085,通讯录,🖨️ 龍芯·毕昇,"🖨️ 龍芯·毕昇, UID9622-BISHENG-L2006",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,8f798a27-9694-4a6b-830b-a073866e9896,UID9622-BISHENG-L2006,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-BISHENG-L2006,路由编号：UID9622-BISHENG-L2006｜信号词：｜联系方式：｜分组：⚙️ 执行组｜备注：,⚙️ 执行组,
IDX-C-0086,通讯录,📜 龍芯·韩非,"📜 龍芯·韩非, UID9622-HANFEI-L1007",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,89303412-5d77-4b44-9d1b-4ae37bf5c7ed,UID9622-HANFEI-L1007,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-HANFEI-L1007,路由编号：UID9622-HANFEI-L1007｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0087,通讯录,💡 龍芯·王阳明,"💡 龍芯·王阳明, UID9622-WANGYANGMING-L1006",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,fda232fe-d15b-4743-92f3-ef826ad30da2,UID9622-WANGYANGMING-L1006,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-WANGYANGMING-L1006,路由编号：UID9622-WANGYANGMING-L1006｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0088,通讯录,⚔️ 龍芯·孙子,"⚔️ 龍芯·孙子, UID9622-SUNZI-L1005",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,ab2afe00-ea03-47da-9377-81567aac996e,UID9622-SUNZI-L1005,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-SUNZI-L1005,路由编号：UID9622-SUNZI-L1005｜信号词：｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0089,通讯录,⚒️ 龍芯·墨子,"⚒️ 龍芯·墨子, UID9622-MOZI-P12, 兼爱, 非攻, 保护, 公益, 儿童, 墨子, 平等, 普惠, 老百姓",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,4892ff8a-b2f8-4e26-a72e-3c2b93070db7,UID9622-MOZI-P12,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-MOZI-P12,路由编号：UID9622-MOZI-P12｜信号词：兼爱·非攻·保护·公益·儿童·墨子·平等·普惠·老百姓｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0090,通讯录,🎓 龍芯·孔子,"🎓 龍芯·孔子, UID9622-KONGZI-P11, 仁义, 伦理, 教育, 礼, 传承, 孔子, 君子, 论语, 修身, 礼智信",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,50ff22a9-ff82-4b83-9c52-576728306c01,UID9622-KONGZI-P11,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-KONGZI-P11,路由编号：UID9622-KONGZI-P11｜信号词：仁义·伦理·教育·礼·传承·孔子·君子·论语·修身·礼智信｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
IDX-C-0091,通讯录,☯️ 龍芯·老子,"☯️ 龍芯·老子, UID9622-LAOZI-P10, 道, 德, 哲学, 无为, 老子, 道德经, 自然, 柔弱, 知足, 上善若水, 反者道之动",notion_full_export/databases/026_🐉_龍芯家族花名册.jsonl,8d1dd2fa-ad5f-4f5a-b04f-b63bdfb00899,UID9622-LAOZI-P10,🟡 待命中,#ZHUGEXIN⚡️2025-ROSTER-UID9622-LAOZI-P10,路由编号：UID9622-LAOZI-P10｜信号词：道·德·哲学·无为·老子·道德经·自然·柔弱·知足·上善若水·反者道之动｜联系方式：｜分组：🎯 战略组｜备注：,🎯 战略组,
